sourceOccurrenceId	sourceTaxonId	sourceTaxonName	sourceBodyPartId	sourceBodyPartName	sourceLifeStageId	sourceLifeStageName	sourcePhysiologicalStateId	sourcePhysiologicalStateName	interactionTypeId	interactionTypeName	targetOccurrenceId	targetTaxonId	targetTaxonName	targetBodyPartId	targetBodyPartName	targetLifeStageId	targetLifeStageName	targetPhysiologicalStateId	targetPhysiologicalStateName	habitatId	habitatName	localityId	localityName	decimalLatitude	decimalLongitude	depth	altitude	observationDateTime	referenceDoi	referenceUrl	referenceCitation
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid73827	Callistemon glaucus										Tsushima Island (Japan) & Busan City (South Korea)					2014-04/2015-10		https://www.researchgate.net/profile/Takatoshi-Ueno/publication/299535722_Flower-Visiting_by_the_Invasive_Hornet_Vespa_velutina_nigrithorax_Hymenoptera_Vespidae/links/56fe14e308aea6b77466f947/Flower-Visiting-by-the-Invasive-Hornet-Vespa-velutina-nigrithorax-Hymenoptera-Vespidae.pdf	Ueno T. 2015. Flower-Visiting by the Invasive Hornet Vespa Velutina Nigrithorax (Hymenoptera: Vespidae). International Journal of Chemical, Environmental & Biological Sciences 3:444–448
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid164936	Melaleuca leucadendra										Tsushima Island (Japan) & Busan City (South Korea)					2014-04/2015-10		https://www.researchgate.net/profile/Takatoshi-Ueno/publication/299535722_Flower-Visiting_by_the_Invasive_Hornet_Vespa_velutina_nigrithorax_Hymenoptera_Vespidae/links/56fe14e308aea6b77466f947/Flower-Visiting-by-the-Invasive-Hornet-Vespa-velutina-nigrithorax-Hymenoptera-Vespidae.pdf	Ueno T. 2015. Flower-Visiting by the Invasive Hornet Vespa Velutina Nigrithorax (Hymenoptera: Vespidae). International Journal of Chemical, Environmental & Biological Sciences 3:444–448
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid212256	Oxalis corniculata										Tsushima Island (Japan) & Busan City (South Korea)					2014-04/2015-10		https://www.researchgate.net/profile/Takatoshi-Ueno/publication/299535722_Flower-Visiting_by_the_Invasive_Hornet_Vespa_velutina_nigrithorax_Hymenoptera_Vespidae/links/56fe14e308aea6b77466f947/Flower-Visiting-by-the-Invasive-Hornet-Vespa-velutina-nigrithorax-Hymenoptera-Vespidae.pdf	Ueno T. 2015. Flower-Visiting by the Invasive Hornet Vespa Velutina Nigrithorax (Hymenoptera: Vespidae). International Journal of Chemical, Environmental & Biological Sciences 3:444–448
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid43073	Pittosporum tobira										Tsushima Island (Japan) & Busan City (South Korea)					2014-04/2015-10		https://www.researchgate.net/profile/Takatoshi-Ueno/publication/299535722_Flower-Visiting_by_the_Invasive_Hornet_Vespa_velutina_nigrithorax_Hymenoptera_Vespidae/links/56fe14e308aea6b77466f947/Flower-Visiting-by-the-Invasive-Hornet-Vespa-velutina-nigrithorax-Hymenoptera-Vespidae.pdf	Ueno T. 2015. Flower-Visiting by the Invasive Hornet Vespa Velutina Nigrithorax (Hymenoptera: Vespidae). International Journal of Chemical, Environmental & Biological Sciences 3:444–448
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid3617	Fagopyrum esculentum										Tsushima Island (Japan) & Busan City (South Korea)					2014-04/2015-10		https://www.researchgate.net/profile/Takatoshi-Ueno/publication/299535722_Flower-Visiting_by_the_Invasive_Hornet_Vespa_velutina_nigrithorax_Hymenoptera_Vespidae/links/56fe14e308aea6b77466f947/Flower-Visiting-by-the-Invasive-Hornet-Vespa-velutina-nigrithorax-Hymenoptera-Vespidae.pdf	Ueno T. 2015. Flower-Visiting by the Invasive Hornet Vespa Velutina Nigrithorax (Hymenoptera: Vespidae). International Journal of Chemical, Environmental & Biological Sciences 3:444–448
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid488216	Reynoutria japonica										Tsushima Island (Japan) & Busan City (South Korea)					2014-04/2015-10		https://www.researchgate.net/profile/Takatoshi-Ueno/publication/299535722_Flower-Visiting_by_the_Invasive_Hornet_Vespa_velutina_nigrithorax_Hymenoptera_Vespidae/links/56fe14e308aea6b77466f947/Flower-Visiting-by-the-Invasive-Hornet-Vespa-velutina-nigrithorax-Hymenoptera-Vespidae.pdf	Ueno T. 2015. Flower-Visiting by the Invasive Hornet Vespa Velutina Nigrithorax (Hymenoptera: Vespidae). International Journal of Chemical, Environmental & Biological Sciences 3:444–448
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid23166	Eriobotrya										Tsushima Island (Japan) & Busan City (South Korea)					2014-04/2015-10		https://www.researchgate.net/profile/Takatoshi-Ueno/publication/299535722_Flower-Visiting_by_the_Invasive_Hornet_Vespa_velutina_nigrithorax_Hymenoptera_Vespidae/links/56fe14e308aea6b77466f947/Flower-Visiting-by-the-Invasive-Hornet-Vespa-velutina-nigrithorax-Hymenoptera-Vespidae.pdf	Ueno T. 2015. Flower-Visiting by the Invasive Hornet Vespa Velutina Nigrithorax (Hymenoptera: Vespidae). International Journal of Chemical, Environmental & Biological Sciences 3:444–448
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid398295	Rhaphiolepis umbellata										Tsushima Island (Japan) & Busan City (South Korea)					2014-04/2015-10		https://www.researchgate.net/profile/Takatoshi-Ueno/publication/299535722_Flower-Visiting_by_the_Invasive_Hornet_Vespa_velutina_nigrithorax_Hymenoptera_Vespidae/links/56fe14e308aea6b77466f947/Flower-Visiting-by-the-Invasive-Hornet-Vespa-velutina-nigrithorax-Hymenoptera-Vespidae.pdf	Ueno T. 2015. Flower-Visiting by the Invasive Hornet Vespa Velutina Nigrithorax (Hymenoptera: Vespidae). International Journal of Chemical, Environmental & Biological Sciences 3:444–448
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid75067	Rubus crataegifolius										Tsushima Island (Japan) & Busan City (South Korea)					2014-04/2015-10		https://www.researchgate.net/profile/Takatoshi-Ueno/publication/299535722_Flower-Visiting_by_the_Invasive_Hornet_Vespa_velutina_nigrithorax_Hymenoptera_Vespidae/links/56fe14e308aea6b77466f947/Flower-Visiting-by-the-Invasive-Hornet-Vespa-velutina-nigrithorax-Hymenoptera-Vespidae.pdf	Ueno T. 2015. Flower-Visiting by the Invasive Hornet Vespa Velutina Nigrithorax (Hymenoptera: Vespidae). International Journal of Chemical, Environmental & Biological Sciences 3:444–448
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid321600	Rubus hirsutus										Tsushima Island (Japan) & Busan City (South Korea)					2014-04/2015-10		https://www.researchgate.net/profile/Takatoshi-Ueno/publication/299535722_Flower-Visiting_by_the_Invasive_Hornet_Vespa_velutina_nigrithorax_Hymenoptera_Vespidae/links/56fe14e308aea6b77466f947/Flower-Visiting-by-the-Invasive-Hornet-Vespa-velutina-nigrithorax-Hymenoptera-Vespidae.pdf	Ueno T. 2015. Flower-Visiting by the Invasive Hornet Vespa Velutina Nigrithorax (Hymenoptera: Vespidae). International Journal of Chemical, Environmental & Biological Sciences 3:444–448
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid159071	Zanthoxylum ailanthoides										Tsushima Island (Japan) & Busan City (South Korea)					2014-04/2015-10		https://www.researchgate.net/profile/Takatoshi-Ueno/publication/299535722_Flower-Visiting_by_the_Invasive_Hornet_Vespa_velutina_nigrithorax_Hymenoptera_Vespidae/links/56fe14e308aea6b77466f947/Flower-Visiting-by-the-Invasive-Hornet-Vespa-velutina-nigrithorax-Hymenoptera-Vespidae.pdf	Ueno T. 2015. Flower-Visiting by the Invasive Hornet Vespa Velutina Nigrithorax (Hymenoptera: Vespidae). International Journal of Chemical, Environmental & Biological Sciences 3:444–448
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid4443	Camellia japonica										Tsushima Island (Japan) & Busan City (South Korea)					2014-04/2015-10		https://www.researchgate.net/profile/Takatoshi-Ueno/publication/299535722_Flower-Visiting_by_the_Invasive_Hornet_Vespa_velutina_nigrithorax_Hymenoptera_Vespidae/links/56fe14e308aea6b77466f947/Flower-Visiting-by-the-Invasive-Hornet-Vespa-velutina-nigrithorax-Hymenoptera-Vespidae.pdf	Ueno T. 2015. Flower-Visiting by the Invasive Hornet Vespa Velutina Nigrithorax (Hymenoptera: Vespidae). International Journal of Chemical, Environmental & Biological Sciences 3:444–448
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid182300	Camellia sasanqua										Tsushima Island (Japan) & Busan City (South Korea)					2014-04/2015-10		https://www.researchgate.net/profile/Takatoshi-Ueno/publication/299535722_Flower-Visiting_by_the_Invasive_Hornet_Vespa_velutina_nigrithorax_Hymenoptera_Vespidae/links/56fe14e308aea6b77466f947/Flower-Visiting-by-the-Invasive-Hornet-Vespa-velutina-nigrithorax-Hymenoptera-Vespidae.pdf	Ueno T. 2015. Flower-Visiting by the Invasive Hornet Vespa Velutina Nigrithorax (Hymenoptera: Vespidae). International Journal of Chemical, Environmental & Biological Sciences 3:444–448
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid4442	Camellia sinensis										Tsushima Island (Japan) & Busan City (South Korea)					2014-04/2015-10		https://www.researchgate.net/profile/Takatoshi-Ueno/publication/299535722_Flower-Visiting_by_the_Invasive_Hornet_Vespa_velutina_nigrithorax_Hymenoptera_Vespidae/links/56fe14e308aea6b77466f947/Flower-Visiting-by-the-Invasive-Hornet-Vespa-velutina-nigrithorax-Hymenoptera-Vespidae.pdf	Ueno T. 2015. Flower-Visiting by the Invasive Hornet Vespa Velutina Nigrithorax (Hymenoptera: Vespidae). International Journal of Chemical, Environmental & Biological Sciences 3:444–448
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid178805	Ampelopsis glandulosa var. brevipedunculata										Tsushima Island (Japan) & Busan City (South Korea)					2014-04/2015-10		https://www.researchgate.net/profile/Takatoshi-Ueno/publication/299535722_Flower-Visiting_by_the_Invasive_Hornet_Vespa_velutina_nigrithorax_Hymenoptera_Vespidae/links/56fe14e308aea6b77466f947/Flower-Visiting-by-the-Invasive-Hornet-Vespa-velutina-nigrithorax-Hymenoptera-Vespidae.pdf	Ueno T. 2015. Flower-Visiting by the Invasive Hornet Vespa Velutina Nigrithorax (Hymenoptera: Vespidae). International Journal of Chemical, Environmental & Biological Sciences 3:444–448
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid149353	Causonis japonica										Tsushima Island (Japan) & Busan City (South Korea)					2014-04/2015-10		https://www.researchgate.net/profile/Takatoshi-Ueno/publication/299535722_Flower-Visiting_by_the_Invasive_Hornet_Vespa_velutina_nigrithorax_Hymenoptera_Vespidae/links/56fe14e308aea6b77466f947/Flower-Visiting-by-the-Invasive-Hornet-Vespa-velutina-nigrithorax-Hymenoptera-Vespidae.pdf	Ueno T. 2015. Flower-Visiting by the Invasive Hornet Vespa Velutina Nigrithorax (Hymenoptera: Vespidae). International Journal of Chemical, Environmental & Biological Sciences 3:444–448
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002458	preyed upon by		NCBI:txid43551	Pernis apivorus										Catalonia, Spain					2018-08-02	https://doi.org/10.1080/00063657.2019.1660304	https://www.tandfonline.com/doi/full/10.1080/00063657.2019.1660304	Macià FX, Menchetti M, Corbella C, et al. 2019. Exploitation of the invasive Asian Hornet Vespa velutina by the European Honey Buzzard Pernis apivorus. Bird Study 66:425–429. https://doi.org/10.1080/00063657.2019.1660304
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002442	mutualistically interacts with		NCBI:txid210372	Aquilaria sinensis										China						https://doi.org/10.1111/1749-4877.12412	https://onlinelibrary.wiley.com/doi/10.1111/1749-4877.12412	Chen G, Zhang Z, Chomicki G, Sun W. 2020. The flip side of the coin: ecological function of the bee-hawking Asian hornet. Integrative Zoology 15:156–159. https://doi.org/10.1111/1749-4877.12412
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid4441	Camellia										China	22.2166667	107.75		230	2016-11-23/2017-12-22	https://doi.org/10.3390/insects10040098	https://www.mdpi.com/2075-4450/10/4/98/htm	Wei W, Wu H, Li X, et al. 2019. Diversity, Daily Activity Patterns, and Pollination Effectiveness of the Insects Visiting Camellia osmantha, C. vietnamensis, and C. oleifera in South China. Insects 10:98. https://doi.org/10.3390/insects10040098
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid460809	Camellia vietnamensis										China	22.2166667	107.75		230	2016-11-23/2017-12-22	https://doi.org/10.3390/insects10040098	https://www.mdpi.com/2075-4450/10/4/98/htm	Wei W, Wu H, Li X, et al. 2019. Diversity, Daily Activity Patterns, and Pollination Effectiveness of the Insects Visiting Camellia osmantha, C. vietnamensis, and C. oleifera in South China. Insects 10:98. https://doi.org/10.3390/insects10040098
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid385388	Camellia oleifera										China	22.2166667	107.75		230	2016-11-23/2017-12-22	https://doi.org/10.3390/insects10040098	https://www.mdpi.com/2075-4450/10/4/98/htm	Wei W, Wu H, Li X, et al. 2019. Diversity, Daily Activity Patterns, and Pollination Effectiveness of the Insects Visiting Camellia osmantha, C. vietnamensis, and C. oleifera in South China. Insects 10:98. https://doi.org/10.3390/insects10040098
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid29760	Vitis vinifera	http://purl.obolibrary.org/obo/PO_0009001	fruit								Junglinster (Luxembourg)	49.714056	6.252476			2020-09-02		https://www.researchgate.net/publication/355667324_First_records_and_distribution_of_the_invasive_alien_hornet_Vespa_velutina_nigrithorax_du_Buysson_1905_Hymenoptera_Vespidae_in_Luxembourg	Ries C, Schneider N, Vitali F, Weigand A. 2021. First records and distribution of the invasive alien hornet Vespa velutina nigrithorax du Buysson, 1905 (Hymenoptera: Vespidae) in Luxembourg. Bulletin de la Société des naturalistes luxembourgeois 123:181–193
	NCBI:txid202808	Vespa velutina			http://purl.obolibrary.org/obo/UBERON_0007023	adult	SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of		NCBI:txid4052	Hedera helix										Colmar-Berg (Luxembourg)					2020-10-07		https://www.researchgate.net/publication/355667324_First_records_and_distribution_of_the_invasive_alien_hornet_Vespa_velutina_nigrithorax_du_Buysson_1905_Hymenoptera_Vespidae_in_Luxembourg	Ries C, Schneider N, Vitali F, Weigand A. 2021. First records and distribution of the invasive alien hornet Vespa velutina nigrithorax du Buysson, 1905 (Hymenoptera: Vespidae) in Luxembourg. Bulletin de la Société des naturalistes luxembourgeois 123:181–193
	NCBI:txid202808	Vespa velutina					SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0008505	nests in		NCBI:txid3505	Betula pendula										Esch-sur-Alzette (Luxembourg)					2020-09-13		https://www.researchgate.net/publication/355667324_First_records_and_distribution_of_the_invasive_alien_hornet_Vespa_velutina_nigrithorax_du_Buysson_1905_Hymenoptera_Vespidae_in_Luxembourg	Ries C, Schneider N, Vitali F, Weigand A. 2021. First records and distribution of the invasive alien hornet Vespa velutina nigrithorax du Buysson, 1905 (Hymenoptera: Vespidae) in Luxembourg. Bulletin de la Société des naturalistes luxembourgeois 123:181–193
	NCBI:txid202808	Vespa velutina					SIO:010058	alive	http://purl.obolibrary.org/obo/RO_0008505	nests in		NCBI:txid38871	Fraxinus										Colmar-Berg (Luxembourg)					2020-11-26		https://www.researchgate.net/publication/355667324_First_records_and_distribution_of_the_invasive_alien_hornet_Vespa_velutina_nigrithorax_du_Buysson_1905_Hymenoptera_Vespidae_in_Luxembourg	Ries C, Schneider N, Vitali F, Weigand A. 2021. First records and distribution of the invasive alien hornet Vespa velutina nigrithorax du Buysson, 1905 (Hymenoptera: Vespidae) in Luxembourg. Bulletin de la Société des naturalistes luxembourgeois 123:181–193
